ArrivalDelay;AirTime;DepartureDelay;Distance;TaxiIn;TaxiOut;MidOfWeekFlag
24;79;15;382;45;29;0
1;212;-3;1710;38;29;0
-7;225;-1;1793;52;15;0
6;223;8;1773;45;20;0
-11;222;-10;1779;55;13;0
14;82;2;380;38;14;0
20;78;4;426;40;29;0
-2;71;-1;414;53;16;0
-4;277;-1;2200;51;11;0
-9;227;-4;1789;45;18;0
-20;293;-5;2429;14;12;0
27;271;25;2101;62;15;0
22;227;0;1799;28;17;1
-26;284;-4;2286;42;13;1
5;229;0;1793;34;28;1
-11;314;8;2274;35;14;1
-30;291;-4;2278;22;16;1
-24;215;-5;1732;144;11;1
0;70;6;416;23;18;1
-9;224;-5;1722;61;14;1
-8;232;-5;1795;27;13;1
119;217;142;1779;30;8;1
-12;224;-6;1793;34;11;1
-6;69;-5;416;37;13;1
-3;71;-1;380;27;14;1
-9;66;5;400;43;13;1
-20;220;-5;1714;53;11;1
-6;72;-4;388;34;18;1
-12;227;-2;1793;17;12;1
-5;268;-9;2073;35;7;1
-3;229;0;1765;20;16;1
-13;225;-1;1791;34;21;1
-20;291;-3;2282;19;12;1
-17;228;-3;1781;61;10;1
-16;302;5;2298;53;20;1
-30;284;-7;2300;26;13;1
-27;277;6;2270;33;23;1
15;219;17;1732;42;18;1
10;212;31;1734;47;13;1
3;225;-2;1789;56;17;1
-1;60;10;412;34;23;1
-3;214;0;1724;13;21;1
-10;225;-1;1783;36;10;1
-3;222;5;1779;58;11;1
-10;214;-3;1777;56;12;1
-9;63;-5;406;19;12;1
6;59;21;388;16;10;1
4;63;1;416;35;13;1
78;224;85;1765;81;26;1
-14;293;2;2437;17;15;1
12;268;2;2073;15;12;1
-4;228;3;1789;34;12;0
-17;292;2;2296;36;12;0
31;228;38;1795;83;18;0
4;301;11;2290;55;28;0
-41;270;-9;2280;67;15;0
-20;288;7;2286;44;18;0
-21;213;-5;1724;15;10;0
-14;215;-1;1706;48;15;0
-2;228;-4;1767;11;19;0
14;61;11;418;71;36;0
109;204;135;1710;22;13;0
-11;225;-1;1777;20;10;0
33;232;27;1781;46;20;0
-15;208;1;1789;40;13;0
-5;62;-6;408;33;24;0
-3;66;-4;420;17;20;0
-7;228;0;1779;39;16;0
6;244;24;2081;35;12;0
0;223;3;1773;40;20;0
-1;213;0;1787;37;23;0
-24;290;-5;2288;21;11;0
-21;202;13;1771;45;10;0
-8;308;1;2288;74;25;0
-36;276;-3;2284;28;10;0
-17;213;-2;1740;54;12;0
-3;223;-2;1809;26;12;0
26;61;43;392;84;17;0
1;209;0;1718;31;23;0
-23;209;0;1765;33;11;0
-6;213;-3;1753;54;23;0
-13;201;6;1783;45;10;0
12;62;-2;402;35;12;0
14;61;14;390;39;24;0
-11;60;0;390;55;11;0
-9;220;5;1803;47;12;0
-20;221;-10;1801;50;15;0
-20;213;2;1803;25;21;0
-32;282;-4;2298;47;10;0
-19;215;3;1789;53;13;0
-9;298;-3;2286;35;20;0
-29;281;-14;2290;41;20;0
-39;284;-5;2302;86;13;0
88;208;111;1730;32;11;0
-24;208;-5;1714;58;11;0
-25;217;-13;1767;47;15;0
38;60;25;426;17;50;0
-10;208;-2;1718;29;15;0
-18;219;-4;1783;23;13;0
-14;217;0;1779;32;9;0
-9;216;0;1797;76;12;0
21;67;22;412;25;18;0
45;63;59;414;45;11;0
-10;63;-7;402;10;11;0
-20;66;-8;422;44;12;0
-21;214;-5;1803;56;16;0
-14;253;-1;2083;31;14;0
-12;220;-2;1773;64;18;0
10;222;29;1781;24;18;0
-9;290;-2;2272;27;20;0
-24;215;3;1795;28;11;0
0;301;-1;2290;53;26;0
-5;291;5;2288;46;21;0
-13;289;1;2292;46;31;0
-13;215;-6;1724;24;16;0
-16;212;-3;1724;46;19;0
-3;210;10;1791;22;18;0
-2;62;-1;422;60;32;0
-2;213;-3;1706;57;23;0
31;222;42;1803;47;17;0
-3;214;10;1789;17;15;0
-18;206;-1;1781;29;13;0
-14;59;-7;414;50;16;0
7;61;2;414;66;31;0
-7;60;-3;398;40;12;0
-7;61;0;408;39;23;0
0;221;13;1783;25;16;0
-18;247;-1;2099;19;13;0
-1;214;7;1767;54;17;0
-5;213;9;1791;32;26;0
-14;285;2;2296;60;15;0
4;209;18;1813;38;24;0
-11;300;-4;2284;14;33;0
12;276;23;2288;30;16;0
-32;290;-5;2314;60;16;0
-22;210;-5;1732;35;13;0
-11;212;-4;1783;31;20;0
20;69;32;414;72;14;0
-1;213;-1;1704;77;25;0
-13;212;6;1767;52;11;0
14;209;19;1787;54;29;0
-26;196;-5;1803;26;11;0
-11;60;2;404;47;10;0
4;60;-4;388;41;34;0
-9;68;-5;414;35;14;0
-3;60;4;400;17;13;0
4;209;16;1779;23;23;0
-30;239;-5;2105;55;12;0
-14;219;-3;1807;31;18;1
-19;294;-2;2280;42;12;1
-11;208;10;1805;20;19;1
-25;291;-2;2284;41;23;1
-22;292;-13;2288;54;23;1
-16;210;3;1728;39;14;1
-11;208;15;1779;68;15;1
-22;60;-6;424;31;13;1
9;214;-5;1714;30;36;1
-11;217;4;1769;34;14;1
10;201;38;1789;18;12;1
-12;215;-3;1779;27;13;1
2;67;-5;404;43;22;1
3;66;0;392;18;25;1
-9;74;-5;410;49;12;1
-20;208;3;1716;57;12;1
-10;253;18;2186;60;13;1
-19;64;-5;412;42;13;1
-21;208;0;1781;36;17;1
-13;247;3;2085;20;16;1
-3;210;-1;1779;33;21;1
48;219;66;1801;41;14;1
-11;299;-2;2300;32;16;1
6;217;12;1789;55;29;1
3;298;10;2292;71;27;1
28;275;58;2272;61;20;1
-2;289;13;2284;60;29;1
48;210;47;1724;33;33;1
-15;210;-5;1734;60;23;1
0;220;2;1777;8;16;1
48;61;53;414;24;27;1
9;223;-2;1714;18;24;1
-13;221;0;1795;18;13;1
37;224;47;1769;33;16;1
45;210;58;1795;49;18;1
3;64;-5;412;100;19;1
92;64;104;396;35;15;1
25;56;32;416;36;26;1
-9;265;-2;2216;43;18;1
-1;61;-4;412;49;20;1
28;215;41;1783;18;23;1
56;290;68;2417;21;18;1
30;248;50;2081;46;12;1
-8;217;2;1773;12;19;0
46;209;35;1801;46;60;0
-24;285;-3;2278;72;15;0
10;223;6;1765;27;31;0
0;282;30;2304;45;29;0
-28;277;-15;2294;38;24;0
61;283;94;2280;68;20;0
-16;205;-9;1754;34;25;0
5;207;27;1732;43;13;0
-2;213;2;1759;37;24;0
35;66;37;398;12;29;0
-1;206;-4;1716;33;35;0
-17;215;-1;1777;28;12;0
14;208;27;1787;41;13;0
-17;205;-1;1783;33;17;0
3;64;4;420;89;14;0
114;66;108;386;33;33;0
3;82;-3;416;17;15;0
-17;66;-3;386;65;12;0
-8;219;5;1791;26;16;0
-24;244;-4;2067;27;13;0
3;224;-1;1785;45;28;0
0;222;-3;1781;49;30;0
-26;282;-2;2286;33;14;0
-15;219;3;1789;23;13;0
-10;308;-8;2286;20;36;0
-19;292;-11;2274;37;16;0
-14;225;-4;1716;45;9;0
-4;242;-9;1783;10;13;0
-2;71;-2;400;49;23;0
5;224;-5;1712;29;27;0
-5;224;-2;1787;51;19;0
3;225;-2;1785;18;24;0
-20;207;-2;1791;52;12;0
-3;69;-7;416;20;13;0
9;66;-4;402;41;36;0
-3;71;-4;394;52;10;0
-1;77;-2;418;33;12;0
-21;217;-3;1799;42;14;0
-7;231;-3;1765;44;12;0
-9;217;0;1759;60;27;0
-31;284;-9;2270;75;13;0
-8;227;1;1783;52;18;0
35;293;70;2286;23;24;0
-14;296;-10;2286;31;22;0
-25;285;-7;2288;36;26;0
-10;216;-5;1704;38;16;0
-15;215;-5;1708;40;17;0
-19;217;-10;1775;52;18;0
-5;77;-4;388;16;18;0
-2;212;-6;1702;19;29;0
-16;219;-7;1777;32;19;0
-4;219;-3;1793;38;19;0
-9;222;-2;1813;30;10;0
36;72;-7;404;73;58;0
24;75;10;394;20;29;0
-3;77;-2;408;26;13;0
-13;68;-7;402;82;21;0
-14;222;-4;1777;27;17;0
-20;254;-7;2085;19;11;0
-9;228;0;1795;69;12;0
31;242;18;1771;59;29;0
14;297;30;2280;29;11;0
-1;230;-1;1771;38;14;0
20;299;0;2284;26;62;0
11;302;13;2304;42;23;0
-9;293;-4;2288;51;38;0
29;222;36;1738;49;13;0
0;227;2;1726;43;20;0
27;250;-4;1773;18;35;0
1;78;-1;434;23;18;0
22;223;-4;1726;36;58;0
-4;224;3;1789;22;14;0
38;252;0;1785;28;37;0
6;219;5;1789;56;22;0
5;74;-5;410;20;21;0
34;69;-5;394;53;65;0
6;67;-3;424;27;32;0
-20;274;-14;2192;77;13;0
-11;70;-4;412;29;16;0
-5;236;-4;1787;19;15;0
10;304;0;2429;44;31;0
-2;256;0;2075;36;26;0
21;104;18;669;25;17;0
26;99;31;661;40;10;0
9;104;4;647;20;20;0
13;90;23;671;56;12;0
19;100;17;687;10;19;0
24;104;11;659;77;31;0
-1;102;-4;687;48;14;0
7;97;11;659;54;10;0
20;98;11;657;54;19;0
12;99;20;661;22;9;0
13;99;9;669;38;21;0
0;94;5;681;74;15;0
14;94;19;671;57;19;0
43;94;50;681;51;12;0
19;92;18;677;60;19;0
11;95;13;659;65;19;0
-4;97;1;691;27;12;0
-6;94;-2;655;48;14;0
-3;97;-1;661;23;10;0
26;99;16;657;36;28;0
24;99;23;683;51;14;0
7;101;11;677;15;11;0
31;112;23;655;32;13;0
-9;92;-9;651;37;13;1
3;90;5;665;33;20;1
6;79;27;689;28;8;1
15;91;25;667;45;14;1
39;85;53;669;29;12;1
-11;89;-1;659;49;12;1
4;97;-2;663;69;16;1
5;91;3;665;36;11;1
35;95;25;669;20;28;1
-19;89;-7;657;55;11;1
16;93;7;677;32;32;1
50;92;50;659;12;27;1
-13;89;-6;669;17;10;1
-3;92;-1;679;23;18;0
6;99;0;655;31;16;0
17;92;14;631;40;24;0
2;100;-1;667;26;14;0
4;97;5;661;33;18;0
-8;97;-4;673;49;12;0
11;95;16;645;43;16;0
1;99;-1;669;42;19;0
-10;98;-9;691;17;11;0
-3;102;-6;683;28;16;0
20;93;29;687;27;12;0
-15;89;-6;673;35;10;0
-12;93;-5;683;22;11;0
0;105;-6;667;26;18;0
7;97;1;669;41;21;0
11;95;5;657;49;27;0
-5;97;-1;677;30;12;0
7;104;1;675;56;17;0
71;95;64;681;48;28;0
-4;99;-8;663;46;20;0
0;102;-4;665;20;14;0
-2;98;-5;669;57;16;0
-11;95;-4;689;32;11;0
9;107;1;649;58;17;0
2;107;-5;661;25;16;0
2;93;8;687;17;12;0
16;104;-2;675;69;33;0
-3;98;1;677;30;12;0
11;94;13;655;49;18;0
7;92;6;661;63;25;0
-13;95;-6;659;63;12;0
3;97;2;671;29;21;0
10;105;2;675;47;19;0
-2;102;-5;667;44;14;0
8;92;5;651;53;22;0
-4;97;-6;653;93;23;0
9;104;0;687;65;18;0
-9;104;-7;671;23;9;1
-4;100;-4;653;33;10;1
9;99;4;673;63;24;1
-11;99;-6;661;37;10;1
-7;100;-6;647;31;13;1
-6;104;-5;665;16;11;1
3;102;-2;653;39;17;1
-3;102;-6;681;20;14;1
2;102;-3;669;32;19;1
27;104;14;701;49;25;1
-3;98;-5;679;47;15;1
9;101;0;653;29;16;1
14;99;-4;677;28;37;1
2;109;-3;641;40;10;0
12;112;-5;679;34;26;0
6;106;-4;645;31;20;0
6;108;-2;659;28;18;0
0;106;-5;657;42;14;0
2;106;-3;665;35;16;0
4;107;-5;677;51;18;0
-8;99;-7;667;71;14;0
-7;101;-5;669;10;13;0
-9;94;-4;691;50;13;0
-5;98;-7;677;18;16;0
-11;95;-6;673;37;16;0
1;99;-3;675;45;16;0
1;98;-4;657;42;18;0
0;102;-8;667;55;24;0
103;97;109;643;29;12;0
-5;98;-1;661;24;14;0
16;105;13;675;60;17;0
-7;98;-7;657;45;18;0
-5;99;-3;657;28;15;0
-2;104;-5;677;26;14;0
5;107;-5;661;33;18;0
13;106;-4;679;76;22;0
22;108;3;675;55;26;0
-3;105;-9;669;49;16;0
9;108;-3;651;55;19;0
14;102;8;659;24;15;0
9;107;2;675;72;15;0
1;104;-5;665;65;16;0
1;99;3;681;54;15;0
52;109;50;701;77;11;0
-5;102;-8;655;65;19;0
6;106;1;649;46;18;0
20;106;19;665;54;11;0
2;101;-5;669;34;16;0
3;99;1;665;48;16;1
-10;99;-8;685;18;15;1
-5;100;-5;679;34;12;1
-2;104;-2;661;56;11;1
-2;102;-4;669;51;10;1
-6;100;-5;663;49;11;1
-9;95;-7;677;41;14;1
4;95;13;675;24;10;1
-1;97;-1;673;25;15;1
19;100;24;651;50;11;1
-3;99;-1;655;31;13;1
-3;98;3;667;38;11;1
-5;94;1;679;51;12;1
-13;93;-5;655;68;12;0
69;89;80;653;31;15;0
55;92;59;675;50;15;0
9;94;13;663;44;13;0
31;92;35;649;104;19;0
18;97;19;681;63;12;0
-6;93;0;671;50;12;0
-14;91;-9;647;43;11;0
13;94;14;667;23;19;0
-3;97;-1;671;51;15;0
10;94;-2;663;79;10;0
-3;97;-4;671;41;17;0
-2;97;1;669;22;11;0
-14;91;-7;677;29;12;0
-10;95;-9;681;37;17;0
-6;100;-6;683;30;13;0
-5;92;-5;681;21;21;0
-11;91;-17;675;47;30;0
-9;94;-7;687;77;14;0
10;97;14;673;16;12;0
-9;95;-7;627;42;14;0
-13;99;-9;661;44;10;0
-3;90;1;643;23;15;0
-1;92;8;679;70;15;0
2;92;6;663;28;17;0
0;95;2;661;45;17;0
-9;99;-6;673;74;12;0
6;89;15;675;24;13;0
-8;92;-3;669;10;15;0
-1;92;5;673;52;17;0
17;91;16;653;26;23;0
-3;93;2;673;35;15;0
-3;94;-1;687;28;15;0
14;97;19;681;24;15;0
-6;93;-5;657;36;13;0
-14;93;-9;671;17;11;1
-4;91;4;663;48;12;1
-12;92;-5;671;23;14;1
-12;94;-5;667;32;11;1
-1;93;-7;665;44;16;1
1;94;-3;679;69;12;1
-14;91;-9;675;18;15;1
19;90;18;691;71;27;1
-8;91;2;665;51;11;1
74;90;77;661;51;21;1
46;94;54;681;55;13;0
-13;93;-8;669;27;14;0
34;95;15;671;27;39;0
25;91;23;663;70;26;0
3;92;8;671;54;15;0
-13;91;-5;669;39;12;0
9;99;7;685;38;14;0
-13;97;-8;679;34;11;0
8;99;7;661;66;15;0
-1;94;-3;673;32;15;0
14;94;18;653;39;15;0
-11;87;-5;665;39;14;0
-3;99;0;671;42;12;0
-3;91;6;669;63;13;0
-11;94;-5;671;35;13;0
-18;92;-10;655;57;11;0
-8;99;-7;681;54;16;0
-4;95;-4;669;42;17;0
-1;98;3;675;27;13;0
-9;92;-3;669;25;17;0
7;99;0;683;33;25;0
13;97;1;673;40;32;0
-2;99;-5;665;25;16;0
5;102;-8;657;37;26;0
50;101;39;673;58;29;0
4;104;2;659;74;13;0
10;93;12;657;39;18;0
29;95;31;671;33;16;0
-22;222;-4;1775;23;8;0
6;230;9;1793;39;22;0
-5;224;-2;1767;55;15;0
32;225;52;1799;16;10;0
-47;202;-2;1486;12;10;0
6;255;-5;1878;22;21;0
13;236;15;1759;40;18;0
3;223;0;1643;32;15;0
-33;217;-3;1588;33;11;0
-9;242;-3;1789;35;7;0
9;237;5;1803;81;23;0
8;242;-2;1789;36;22;0
-9;236;-1;1787;57;11;0
-15;240;-3;1709;30;11;0
6;227;3;1633;49;11;0
-25;216;-3;1570;94;21;0
-33;190;18;1421;34;10;0
22;285;-4;2067;39;21;0
-9;236;-3;1783;60;11;0
60;233;68;1797;19;14;0
-11;237;-5;1799;40;11;0
-20;221;4;1795;35;8;0
19;185;77;1478;28;14;0
-9;239;-1;1912;32;15;0
-10;228;-5;1807;32;16;0
-4;212;-5;1659;49;21;0
-29;210;3;1554;43;16;0
-20;222;-5;1779;63;14;0
-19;227;-3;1793;28;9;0
-20;222;-5;1775;91;8;0
-25;228;-5;1767;37;16;0
27;220;20;1629;41;27;0
-37;206;-5;1550;29;15;0
-46;187;6;1399;65;11;0
2;268;-6;2055;47;12;0
-16;227;-3;1797;35;14;1
-13;222;0;1813;50;14;1
-9;224;-5;1809;72;21;1
-3;221;16;1787;24;10;1
-58;184;-1;1504;45;11;1
-16;238;-3;1890;32;8;1
-15;228;-9;1761;36;18;1
-19;204;-4;1645;18;10;1
-26;202;-5;1564;24;33;1
-4;225;-3;1809;79;12;1
1;224;1;1809;23;27;1
-13;223;-1;1783;24;10;1
3;224;21;1779;49;11;1
-26;186;29;1516;47;14;1
-20;220;-4;1773;65;13;1
23;216;6;1649;41;37;1
-5;199;9;1588;59;48;1
-56;174;-3;1407;28;22;1
-13;224;-1;1783;33;13;0
-7;227;-3;1781;46;23;0
-14;239;-5;1809;66;8;0
-20;223;-3;1787;13;7;0
-25;227;-12;1739;48;23;0
-2;217;-7;1641;50;22;0
-31;202;-6;1550;46;28;0
-54;189;-2;1413;11;11;0
10;261;-7;2081;41;28;0
-7;230;-4;1789;44;13;0
9;230;-4;1759;35;27;0
-11;224;-5;1803;50;11;0
-9;235;-5;1878;39;13;0
-3;229;-9;1753;39;20;0
-15;202;-5;1558;74;14;0
1;236;-5;1785;46;18;0
5;240;-5;1789;32;17;0
0;235;-1;1797;88;10;0
-10;222;-7;1757;11;18;0
-12;200;-4;1582;32;20;0
14;270;-8;2073;39;27;0
2;238;-1;1801;34;14;0
14;244;4;1787;31;17;0
16;253;-1;1787;54;14;0
12;227;15;1789;37;13;0
-7;191;-3;1488;48;12;0
4;242;-3;1904;34;21;0
19;232;-2;1789;29;34;0
11;215;11;1607;9;20;0
-2;224;-5;1558;52;14;0
-9;227;-3;1797;49;10;0
-10;222;-1;1777;22;13;0
-4;224;-4;1797;64;12;0
-17;222;-5;1801;34;12;0
-9;222;-6;1759;60;20;0
6;214;-6;1635;21;35;0
7;220;-2;1562;68;21;0
0;192;-6;1425;40;15;0
4;268;-5;2087;38;17;0
-13;228;-5;1789;36;9;1
-10;229;-11;1807;22;18;1
-20;223;-10;1791;13;10;1
-8;220;-5;1791;45;11;1
-4;202;-9;1520;68;13;1
-5;242;-8;1886;33;14;1
0;235;-5;1761;46;11;1
-10;219;-5;1635;43;11;1
-12;212;-6;1572;69;13;1
-3;233;-5;1787;24;15;1
-1;227;-3;1773;58;22;1
3;233;0;1767;29;17;1
-4;230;-3;1781;19;17;1
8;205;-5;1478;47;20;1
14;238;-5;1785;15;29;1
20;223;-2;1615;30;33;1
11;221;-5;1562;28;28;1
11;197;-4;1407;45;22;1
-9;229;-5;1787;57;13;0
-3;235;-5;1777;38;15;0
1;232;-5;1793;58;14;0
-12;229;-5;1803;49;9;0
7;245;-5;1755;43;15;0
11;227;-7;1635;38;26;0
-3;220;-5;1562;24;16;0
6;206;-11;1425;38;15;0
13;284;-7;2081;32;14;0
2;232;-4;1777;35;18;0
-9;229;-5;1791;42;11;0
-4;227;-6;1767;46;10;0
-2;250;-6;1886;38;11;0
-4;229;-5;1779;26;12;0
-14;210;-7;1550;42;12;0
14;248;-4;1783;30;18;0
0;230;-2;1771;35;16;0
-12;222;-3;1729;17;12;0
-13;210;-9;1568;30;15;0
6;269;-5;2083;38;16;0
-10;225;-5;1805;21;15;0
12;225;7;1799;36;26;0
-3;225;3;1795;48;14;0
-1;230;9;1783;30;9;0
3;202;-2;1514;49;14;0
2;246;-4;1884;23;15;0
9;236;-6;1749;12;23;0
2;214;2;1631;47;20;0
5;222;1;1594;48;16;0
-8;224;-5;1781;79;18;0
10;227;9;1805;31;20;0
-1;225;-1;1793;55;19;0
9;228;20;1777;32;8;0
-6;210;-5;1639;45;20;0
-5;208;-4;1560;32;19;0
-5;183;-5;1417;22;15;0
-4;259;-5;2099;48;12;0
-4;230;-5;1791;31;13;1
59;227;61;1795;30;13;1
48;193;57;1480;34;10;1
-8;239;-5;1884;53;10;1
-4;229;-5;1763;24;14;1
50;207;68;1607;31;12;1
-7;207;2;1574;46;13;1
-10;225;-4;1799;70;10;1
3;228;9;1773;39;12;1
-2;230;2;1803;49;9;1
-16;215;-2;1779;18;12;1
-4;194;-4;1496;29;15;1
-12;224;-6;1765;50;10;1
-13;202;-5;1643;33;21;1
-9;202;-2;1568;43;20;1
-9;183;-5;1427;34;11;1
-8;227;0;1777;55;9;0
-10;224;-2;1771;40;11;0
3;230;5;1823;40;14;0
-10;220;3;1813;30;11;0
-10;223;-5;1755;19;14;0
-1;214;-4;1641;33;20;0
8;206;-5;1574;28;38;0
-3;182;-7;1403;57;18;0
-8;259;-7;2067;27;12;0
-8;232;-5;1801;31;9;0
-3;216;9;1785;51;10;0
-24;210;-2;1805;97;10;0
-10;232;-5;1888;37;14;0
13;221;-1;1795;42;32;0
-11;198;-5;1564;63;22;0
9;229;5;1787;29;20;0
-11;216;4;1771;39;10;0
0;231;-6;1803;59;12;0
-21;214;-5;1731;23;9;0
-20;197;-3;1574;4;10;0
3;263;-5;2089;45;15;0
-2;233;-5;1775;21;17;0
-5;235;-5;1785;23;9;0
5;217;0;1805;31;17;0
-2;216;18;1759;97;9;0
-4;187;-4;1486;33;18;0
5;242;3;1886;43;16;0
29;227;23;1781;28;23;0
-5;204;-2;1609;20;24;0
-14;201;-4;1566;52;17;0
-11;223;-3;1805;53;9;0
3;213;9;1779;38;24;0
-16;210;-3;1773;22;15;0
19;202;50;1781;44;9;0
-8;220;-5;1751;30;21;0
10;201;26;1623;28;12;0
0;208;-5;1560;60;27;0
-5;182;3;1423;28;9;0
-2;261;-1;2075;33;10;0
-14;216;-2;1789;33;13;1
12;209;31;1777;15;17;1
-6;210;13;1781;48;10;1
-3;208;23;1773;47;9;1
3;186;15;1504;45;6;1
-5;244;-4;1866;64;8;1
-20;221;-13;1767;44;10;1
10;209;19;1643;18;11;1
-5;212;-2;1584;26;14;1
-14;219;-3;1795;39;12;1
14;219;20;1791;34;19;1
60;216;81;1787;52;7;1
67;219;75;1783;34;24;1
6;222;-4;1771;17;29;1
63;194;83;1552;23;16;1
-16;221;-3;1807;63;11;0
-11;216;-4;1809;68;21;0
16;213;-1;1789;40;38;0
-7;209;9;1801;48;19;0
-13;216;-3;1741;31;16;0
-9;206;0;1631;14;18;0
-3;198;-1;1566;55;26;0
-2;171;5;1419;39;19;0
-3;261;-5;2055;61;11;0
3;227;0;1779;28;22;0
3;222;0;1797;38;24;0
-10;228;-4;1791;17;10;0
-1;237;-3;1874;31;20;0
-3;217;6;1783;44;14;0
-10;202;-5;1560;60;23;0
-3;231;-3;1785;37;15;0
-8;221;-3;1763;29;16;0
-6;219;-3;1813;35;14;0
-12;221;-5;1741;60;13;0
-18;199;-6;1558;32;17;0
-5;262;-16;2083;58;20;0
-8;228;-5;1783;32;14;0
5;240;-1;1773;26;11;0
42;245;8;1773;63;23;0
2;221;-1;1789;47;21;0
17;200;1;1486;57;28;0
16;244;-5;1878;35;36;0
-6;225;-5;1769;28;14;0
8;221;-2;1641;24;26;0
1;210;-1;1560;16;24;0
-25;385;-7;2808;16;10;0
-3;391;5;2808;53;17;0
-4;396;0;2810;25;18;0
3;404;-2;2794;8;20;0
15;416;0;2812;28;21;1
34;419;14;2814;37;25;1
-9;388;0;2796;11;19;0
0;403;-2;2802;27;18;0
0;385;3;2826;66;26;0
-1;399;-2;2822;24;21;0
2;413;-6;2820;72;16;0
-3;400;-4;2816;26;18;1
-3;405;-3;2796;12;14;0
5;416;-5;2798;27;15;0
-5;400;-5;2806;45;17;0
-26;378;-5;2786;44;12;0
-17;386;0;2806;29;11;0
-20;388;-8;2792;56;14;1
-7;394;0;2786;30;16;1
-9;392;-6;2824;57;22;0
-6;388;-5;2810;18;15;0
-14;390;-3;2802;44;13;0
72;390;78;2796;29;26;0
-14;383;0;2782;33;17;0
-15;383;-2;2800;49;18;1
-9;389;-3;2786;63;20;1
-12;392;-1;2802;31;13;0
61;397;64;2792;71;22;0
4;396;5;2826;41;23;0
-14;386;-3;2818;39;13;0
10;409;2;2800;23;17;0
19;400;-5;2802;30;37;0
-1;397;5;2804;54;12;0
3;403;0;2794;31;17;0
10;419;-2;2810;51;14;1
10;414;0;2794;53;13;1
5;389;11;2780;33;18;0
-7;397;-7;2818;43;18;0
-36;375;-13;2806;23;11;0
-2;389;0;2806;49;22;0
-2;406;-6;2822;23;14;0
3;408;-2;2820;53;16;1
27;409;24;2808;23;15;1
-17;386;-7;2796;23;14;0
-11;394;-5;2806;39;11;0
-1;391;13;2802;17;11;0
-27;382;-9;2820;31;10;0
-6;401;-5;2786;39;14;0
-11;386;0;2804;18;14;1
-9;382;1;2792;22;19;1
26;404;22;2798;48;21;0
-5;407;-13;2792;61;18;0
-18;390;-7;2802;60;12;0
-29;378;-8;2830;48;11;0
89;383;105;2778;36;22;0
-20;380;-3;2806;47;13;1
-21;377;-4;2820;56;14;1
3;401;2;2806;33;16;0
-11;396;-5;2790;47;12;0
-9;404;-12;2802;21;14;0
-23;386;-8;2818;51;12;0
21;48;27;270;88;13;0
7;48;-1;274;39;26;0
1;53;3;266;42;13;0
55;68;17;274;34;46;0
5;60;-4;270;30;18;1
3;55;-3;294;10;18;1
45;48;43;254;53;22;0
-2;48;-1;294;35;16;0
6;49;-2;274;71;23;0
29;46;28;294;30;23;0
-12;46;-7;268;66;10;0
-4;48;-3;298;36;12;1
9;45;2;270;23;27;1
31;49;23;266;20;25;0
-12;46;-5;284;35;11;0
11;49;11;262;27;15;0
-1;46;-5;270;32;17;0
62;46;68;248;60;15;0
11;46;15;282;33;16;1
-7;52;-3;266;35;7;1
14;53;0;278;34;24;0
2;52;-4;278;52;19;0
15;60;-1;272;16;24;0
26;67;11;260;60;20;0
33;74;-5;280;49;37;0
1;66;-7;272;23;11;1
44;67;18;292;45;29;1
17;55;-2;280;29;25;0
-3;47;-5;274;54;19;0
4;49;-4;272;40;25;0
-6;52;0;300;32;15;0
-8;47;-1;290;23;19;0
8;47;23;246;22;14;0
2;51;-2;268;8;30;0
40;66;36;274;29;15;0
48;55;28;252;10;47;1
20;53;-5;264;21;48;1
-1;48;-2;274;62;24;0
-3;52;-5;256;29;29;0
1;47;2;270;58;27;0
25;48;38;272;51;16;0
-9;46;-7;276;36;21;0
1;48;5;274;37;10;1
4;46;-2;276;16;37;1
11;49;15;276;30;24;0
-8;47;-5;268;99;21;0
6;49;14;272;30;18;0
27;46;34;276;29;26;0
8;45;18;264;31;19;0
-13;47;1;268;46;15;1
11;47;27;286;54;13;1
3;51;-2;272;37;23;0
5;54;-4;276;31;31;0
0;62;-5;284;24;14;0
17;60;13;284;38;19;0
45;63;26;266;63;31;0
-9;62;-5;262;45;7;1
39;55;41;256;48;22;0
0;52;-4;288;68;27;0
10;48;19;294;20;18;0
26;51;23;288;52;25;0
-4;47;1;292;36;17;0
-5;47;0;268;11;18;0
-14;52;-5;268;23;9;0
31;63;18;308;23;17;0
60;56;53;262;75;25;1
-3;47;1;256;64;20;0
13;54;-2;270;15;27;0
-3;48;-3;258;32;22;0
4;47;6;286;34;19;0
24;47;12;284;26;33;0
-3;51;3;278;50;14;1
-5;45;0;284;86;21;1
-3;46;-5;282;39;24;0
3;46;-2;268;54;24;0
14;48;0;282;56;23;0
3;52;8;272;49;15;0
8;46;4;260;28;32;0
27;47;9;254;51;21;1
-2;49;7;262;43;10;1
31;53;32;286;28;21;0
18;51;26;278;29;15;0
26;71;6;268;87;19;0
4;59;1;294;47;14;0
24;56;7;262;33;26;0
28;56;8;276;80;26;1
80;55;71;282;47;29;0
-1;52;-4;290;61;23;0
14;51;8;292;64;28;0
118;49;113;276;35;33;0
-3;48;-5;260;35;18;0
-14;190;-9;1440;51;15;0
-10;198;-7;1462;45;10;0
-8;196;-4;1458;29;11;0
-15;186;-2;1472;63;9;0
-9;192;-5;1460;28;10;1
-10;190;-3;1454;49;12;1
